AOD,AE,RSDN,Temp,Dew,RH,MaxWS,PBLH,Visibility,DOY,PM10
1.1771,1.2213,238.43,23.941,15.8,61.652,7.4729,1030.1,26777,0.71014,96
0.40085,0.55251,295.57,19.014,12.204,64.454,13.141,788.31,27076,0.44823,97
0.44404,0.46743,242.06,13.296,1.6905,49.724,7.7306,1536.6,27422,-0.27123,106.5718427
0.34286,0.59636,184.23,8.0947,-8.8795,32.589,15.044,1251.7,29096,-0.60848,110
0.049239,0.6308,313.79,18.352,-0.54847,31.147,6.181,1224.3,29189,0.15389,118.7320399
0.38443,0.72483,319,28.36,7.9961,28.028,6.9785,1635.1,29420,0.66163,104.3190632
0.48037,0.8112,229.11,12.097,1.2464,50.178,6.9238,847.24,27897,-0.41612,102
0.36101,0.77841,319.23,24.406,14.01,53.103,7.2462,953.34,27927,0.69794,112.7720971
0.41951,0.31694,282.97,20.526,3.784,35.482,5.1873,696.57,29014,0.17083,100
0.95113,1.0935,177.9,11.665,5.5832,67.297,11.871,596.82,25790,-0.28772,108.3748743
0.38015,0.70976,217.75,16.084,3.516,47.913,5.919,727.67,27586,-0.44823,108.1616395
0.41389,0.25808,227.06,15.72,-3.4747,35.009,5.0528,1248.3,28558,-0.44823,114.1205639
0.66726,0.82866,249.44,21.8,6.8677,40.341,6.9877,854.56,28634,0.40045,114.3466341
0.50585,0.2365,271.63,20.573,4.9001,37.95,5.4133,699.76,28883,0.17083,96
0.64238,1.4678,200.26,20.624,14.688,71.651,5.0376,382.98,23908,0.64716,115.4713999
0.39961,0.54562,217.99,15.485,1.785,47.446,4.3169,842.02,26330,-0.44823,100.7589672
1.1373,1.0494,218.84,17.649,8.2156,55.899,9.1727,1287.5,27373,-0.085731,114.8661495
0.4901,1.4074,225.89,10.984,6.0579,74.966,6.5103,236.89,24143,-0.44823,100.0041375
0.52356,0.69503,251.14,15.947,-0.7959,34.541,5.2395,1476.3,29046,-0.085965,100.8891638
0.70604,0.55606,214.65,14.668,-3.3246,30.869,8.2929,912.66,29253,-0.43278,112
0.40458,0.59279,248.43,13.97,-0.544,44.559,9.4027,1277.5,27377,-0.27123,98.7878374
1.0415,0.35693,211.82,7.6577,-4.1099,49.988,5.599,673.23,26639,-0.50742,103.3270513
0.37508,0.56397,275.44,17.825,-0.0017404,32.059,5.8833,1171.7,29199,-0.23803,111.8071642
0.429,1.1645,278.71,14.852,-1.1853,36.013,7.0535,1444.7,28961,-0.1031,97
0.74118,0.9166,247.3,14.652,-0.19813,38.916,7.6458,1387.7,28783,-0.1031,110.5304979
0.44004,0.53357,200.91,17.907,-1.01,29.126,9.3186,1108.6,29353,-0.22133,107.923768
0.2703,0.45432,180.49,5.155,-6.4578,45.147,7.9923,1283.8,28443,-0.69946,92
0.94868,1.1256,182.55,11.883,5.4861,65.94,11.986,618.54,26040,-0.28772,99.7603602
0.92109,1.1498,193.66,14.743,1.4114,42.9,13.353,1391.8,28554,-0.28772,112.373887
0.97374,1.1494,183.67,14.664,1.4608,43.165,13.366,1377.6,28545,-0.28772,110.2055909
0.23116,0.50572,208.13,4.8117,-5.4476,52.776,5.3112,517.82,27487,-0.63543,92
0.44333,0.45042,223.93,10.893,-5.4977,37.072,7.2309,454.74,28693,-0.50867,102.3216443
0.26057,0.49827,325.81,24.475,14.18,53.603,7.2479,985.23,27850,0.69794,97.0327551
0.60085,0.53436,294.64,23.973,14.864,60.161,7.6585,917.84,25657,0.69794,106
0.13904,0.62865,310.17,19.452,-2.0707,24.916,8.031,868.52,29517,0.15431,103.4872433
0.2757,0.77553,309.81,20.198,11.696,57.794,14.347,804.08,27747,0.44823,104.7182202
0.43616,0.54849,231.67,12.241,-2.7947,39.613,7.0268,1159.3,28575,-0.30411,90
0.56954,0.43661,265.35,18.941,0.035109,37.192,7.725,1290.6,27919,-0.23803,95
0.092853,0.63005,276.74,18.25,-1.3848,30.067,5.2589,1208.3,29235,0.15389,109
0.43978,0.26063,282.92,20.736,3.2731,34.599,5.2059,724.02,29022,0.17083,114.4337771
1.0683,0.99809,216.08,19.089,9.6039,58.083,9.1474,1410.5,25840,-0.10282,105
0.28504,1.6498,330.78,25.241,12.105,45.223,7.2161,1161.7,28463,0.69794,107.5438282
0.51799,0.31928,278.47,20.541,4.2113,35.851,5.424,669.02,29027,0.17083,108.0573452
0.342,0.56327,226.23,14.705,-5.2417,28.847,5.8471,860.26,29288,-0.50867,104.7471916
0.5232,1.0493,228.24,12.597,0.81083,47.474,7.2384,1163.9,28098,-0.41612,109.8954933
0.31852,0.47609,326.37,24.531,14.259,53.759,7.2532,1003.6,27822,0.69794,101.8435699
0.1572,0.29373,258.04,6.5722,-13.679,22.793,11.35,2064.8,29614,-0.40149,110
1.4935,0.7785,222.08,18.457,7.2459,47.997,8.9087,950.57,28448,-0.085731,107.6696119
0.55046,0.24459,246.27,18.428,-1.0292,28.422,7.2702,1117.8,29378,-0.23803,94
0.61901,0.28991,265.65,18.391,-1.8471,27.073,7.4552,1108.2,29431,-0.23803,104.4478176
0.50887,0.47759,208.14,18.108,-1.2273,28.601,9.4802,1254.6,29366,-0.22133,108.5588533
0.9437,1.126,174.04,10.794,5.8585,72.522,11.072,511.27,24732,-0.28772,98.3876043
0.77987,1.0721,218.93,11.204,0.094496,50.141,6.5221,1004.8,27508,-0.12021,101.662679
0.29988,1.2935,253.21,11.917,-6.2312,30.196,9.6474,1020.8,29256,-0.33752,100
0.45115,0.48284,306,17.612,12.016,70.006,11.57,654.18,25761,0.44823,103.5365158
0.98776,1.0894,200.57,10.493,-0.75298,47.807,6.5785,863.95,28192,-0.40045,102.1233156
0.38228,0.52235,300.43,19.1,12.335,64.608,13.368,813.32,27067,0.44823,96
0.24169,0.41679,319.11,19.934,5.3582,40.121,4.9894,951.01,28789,0.17083,115
0.33553,0.23902,240.32,15.543,-4.0237,33.985,5.5154,1254.6,28673,-0.44823,100.5976978
0.25398,0.61284,301.18,11.713,2.1614,57.089,10.378,431.22,26143,0.017213,97.5350905
0.50532,0.4215,300.81,23.879,6.9644,35.393,9.0801,1330.8,29045,0.18772,97.9637569
0.55914,0.66423,254.12,15.939,-0.87899,34.363,5.2469,1486.9,29055,-0.085965,97.5100281
0.35125,0.37632,240.83,15.747,-4.5043,33.414,5.7534,1458.4,28659,-0.44823,106.3685322
0.46026,0.30527,274.97,20.573,4.4238,36.175,5.4595,672.76,29017,0.17083,105.5343037
0.18876,0.4311,239.2,16.128,-5.9803,29.654,5.9719,1520.9,29011,-0.44823,99.8556071
0.56084,0.25117,266.17,14.673,-1.0441,39.934,6.8,726.77,28579,-0.23803,101.0495248
0.50556,0.41061,252.9,20.666,5.0884,38.32,6.4158,782.55,28849,0.17083,97.9276759
0.37225,0.49634,284.75,20.977,5.4546,38.75,6.2703,1108.8,28807,0.17083,95.8852937
0.31225,0.94301,279.74,23.901,5.2006,31.575,7.703,1333.4,29228,0.18772,107.568914
0.4434,0.56299,237.34,13.175,-4.8391,34.588,8.909,1196.9,28754,-0.43278,106.5277632
0.91418,0.90284,180.67,17.094,8.7301,59.312,8.9464,1049.1,27059,-0.10282,114.7563028
0.45012,0.52351,218.69,11.526,-3.4155,38.933,5.4434,624.35,28706,-0.50867,104.2472143
0.37298,1.0023,225.5,11.707,-1.3337,45.004,8.6704,971.85,28066,-0.33752,103.3914548
0.44778,0.22204,315.59,23.077,12.677,51.735,17.161,1076.3,28198,0.44823,110.4660422
0.19595,0.30257,310.8,21.001,14.753,70.116,6.1215,481.5,23996,0.69794,113.7023275
1.2149,1.0806,263.76,24.268,14.739,56.767,7.3124,1197.9,27334,0.64716,100
0.066552,0.63162,319,17.253,0.38471,37.338,5.8489,1024.8,28727,0.15389,117
0.62467,0.72722,298.56,23.138,13.997,58.016,6.5237,802.44,27287,0.60706,101.8614356
0.66749,1.1349,209.18,16.794,3.6112,42.61,6.7144,1677.6,28678,0.1031,92
0.428,0.84016,225.21,11.678,0.83484,50.81,6.9038,786.03,27484,-0.41612,116.0630688
0.12952,0.62922,284.7,18.235,-0.94459,30.252,5.2491,1220.2,29248,0.15389,112.0816497
0.49656,0.30254,278.21,20.502,4.163,35.775,5.3704,658.73,29033,0.17083,110
0.35607,0.30909,250.09,16.728,6.3489,55.618,9.8442,1436.5,25564,-0.11988,97
0.43397,0.29777,280.14,20.421,3.7482,35.308,5.1061,685.23,29039,0.17083,106.123045
0.5074,0.58232,224.19,15.342,1.4038,43.013,7.1075,1193.7,28288,-0.43278,103.7704366
0.42271,0.29315,259.86,16.426,6.4556,56.783,9.9601,1135.6,25310,-0.11988,115.6139777
0.43003,0.48664,300.17,19.864,11.704,58.983,13.741,754.63,27643,0.44823,91
0.38146,0.308,312.26,23.759,1.663,24.113,15.783,985.47,29551,0.17129,101
0.24588,0.58321,336.21,25.33,13.59,49.679,7.0935,1168,28101,0.69794,113
0.62178,0.6046,227.49,14.936,6.8723,61.393,10.768,705.4,25928,-0.11988,119.2879913
0.20323,0.69486,321.21,21.565,10.451,50.55,5.2782,673.32,28058,0.52213,98.6516827
0.32202,0.47104,225.18,11.708,-4.7824,33.827,5.424,608.5,29091,-0.50867,104.6190104
0.67159,0.37087,260.44,18.282,-2.0038,26.779,7.4358,1062.6,29447,-0.23803,99.6544353
0.24261,0.29717,310.53,11.58,-2.8486,38.221,14.614,1788.5,28883,0.051479,105.8137425
0.25773,0.62571,320.88,19.034,3.5355,36.475,7.169,1220,29043,0.15389,112.3919695
0.45034,0.28909,239.19,16.073,-5.8335,28.841,6.085,1570.9,29143,-0.44823,107.0072233
0.66759,1.2894,303.41,24.57,14.662,56.559,7.0584,1215.8,26986,0.69794,104.8674232
0.5504,0.33374,268.12,14.526,-1.1137,40.238,6.8723,699.31,28556,-0.23803,104
0.80635,0.49027,223.55,17.975,1.2815,33.84,8.9016,845.67,29118,-0.22133,105.1545673
0.55949,0.78429,290.01,19.404,11.923,65.689,7.8911,863.46,24972,0.49378,116.2821009
0.68033,0.74043,249.45,14.142,-0.82538,44.646,8.744,1157.2,26810,-0.27123,115.598649
0.32554,0.53764,306.25,20.637,12.291,58.554,15.33,865.86,27666,0.44823,99.6127722
0.36071,0.56395,299.9,20.75,5.487,37.534,7.4285,921.71,28987,0.17129,95
0.94637,1.1336,188.94,14.187,3.2912,48.826,13.605,1085.3,28313,-0.28772,107.244238
0.32119,0.53822,311.35,21.246,12.09,55.681,15.262,1099.6,27906,0.44823,113.4642734
0.17075,1.3938,288.14,23.884,5.2305,31.679,7.8932,1328.8,29223,0.18772,107.3065096
0.032088,1.2762,298.55,19.968,5.0188,42.773,7.5407,1233.4,27753,0,108.1632112
0.27292,0.55864,309.01,20.861,2.7142,30.309,8.6827,896.44,29333,0.17129,106.4004379
0.35525,0.2395,301.9,19.352,0.72516,30.823,8.2415,943.95,29252,0.15431,102.512341
0.85605,0.34798,268,18.532,-1.2594,28.406,7.0463,1212.5,29318,-0.23803,105.5705094
0.93275,1.3561,208.69,12.502,-0.9869,41.585,13.015,1732.6,28662,-0.28772,108.2139027
1.13,1.1718,240.47,24.171,14.591,55.615,8.2758,956.7,27773,0.25535,117.1817256
0.9361,0.39616,222.61,14.862,-2.8207,34.122,7.1486,936.87,28952,-0.33752,96
0.3687,0.6016,156.41,15.033,6.0295,58.898,7.2766,794.28,25822,-0.44823,108.8110297
0.45578,0.27313,311.48,21.956,4.298,36.211,6.1924,1191.4,28809,0.33664,108.196435
0.61987,0.2021,304.56,24.322,10.511,43.771,9.5004,1737.8,28509,0.28772,92
0.20719,0.3249,204.74,5.7361,-7.1549,42.834,7.4328,1269.3,28408,-0.69946,92
0.65105,0.80544,211.31,10.274,0.80194,57.505,4.445,307.66,27134,-0.50867,111
0.25793,0.30662,198.68,5.5129,-5.4142,49.01,8.4091,1206.1,27925,-0.69946,108.270078
0.49746,1.3095,270.93,14.936,7.8314,62.895,6.2923,458.88,27097,0.068615,93
0.83107,0.88973,187.58,9.8599,-2.5241,47.608,7.2394,643.18,27266,-0.40045,101
0.40036,0.56162,296.43,13.778,5.5395,63.423,6.6639,495.74,25751,0.13728,109
0.59858,0.48627,243.05,14.66,9.7978,72.441,6.9217,54.173,25947,-0.10282,104.2370435
0.24807,0.35266,322.31,21.578,10.432,50.312,5.3476,668.11,28102,0.52213,107.6554533
0.45045,0.43839,214.7,11.393,-3.0808,40.964,5.3757,665.43,28468,-0.50867,103.4623919
0.083981,0.63152,287.84,18.023,-1.0807,30.209,5.3367,1190.9,29256,0.15389,100.6249658
0.96425,0.49311,278.67,24.053,4.6926,31.135,6.4864,1359.8,29217,0.18772,115.0716688
0.26908,0.38818,232.55,15.771,-4.0376,34.205,5.1954,1245.8,28595,-0.44823,119.9128368
0.35194,1.3388,199,13.583,4.6148,55.943,5.6797,962.4,27624,-0.66015,107.8612748
0.46944,0.54163,207,15.044,-5.6416,26.512,6.6428,980.99,29416,-0.50867,94
0.37759,0.37312,240.14,15.817,-4.631,32.426,5.6974,1526.4,28790,-0.44823,112.742628
1.312,1.304,261.35,19.754,14.509,73.88,6.9824,470.24,23489,0.63398,118.756673
0.49507,0.50215,211.3,18.152,-1.0972,28.958,9.5351,1310.2,29346,-0.22133,90.5
0.38062,0.41201,230.3,15.73,-3.02,36.295,4.7832,1195.7,28402,-0.44823,98.9057129
0.43639,0.28436,288.6,20.667,2.9746,33.643,5.1934,716.87,29095,0.17083,102.0168309
0.36944,0.53901,208.64,15.456,1.4492,46.475,4.269,835.06,26689,-0.44823,110.250835
0.51841,0.48061,237.65,12.71,-4.2545,34.526,6.3103,1152.8,28964,-0.30411,97
1.1278,0.93227,260.16,17.717,8.9379,56.613,9.3519,1194.8,27784,-0.085731,111.6249612
0.32884,0.58661,284.84,21.06,5.42,38.743,6.0029,1074.7,28786,0.17083,107.7435383
0.12963,0.4517,221.25,5.754,-10.162,34.32,5.7994,784.11,29007,-0.69946,107.2412348
0.3637,0.53793,212.75,15.492,1.6226,46.954,4.3035,836.19,26487,-0.44823,116.491834
0.44864,0.52823,215.9,11.355,-3.3053,39.692,5.3854,607.22,28648,-0.50867,98.392032
0.73565,0.58598,218.42,15.811,-3.2752,30.068,6.5803,837.26,29250,-0.50867,103
0.25879,0.24204,308,19.48,1.8581,31.986,7.9592,1142.6,29237,0.15431,107
0.28865,0.34556,327,24.065,14.01,54.767,6.8482,779.37,27536,0.69794,94
0.54919,0.25769,280.21,23.475,7.069,37.759,8.0185,1171.1,28827,0.18772,110.4178057
0.36634,0.43064,295.56,16.36,5.6244,55.087,7.0292,574.59,26292,0.13728,102.6056374
0.37542,0.47077,285.03,20.951,5.4931,38.931,6.2756,1113.6,28793,0.17083,97.4686854
0.51516,0.54683,253.1,15.995,0.85696,39.109,9.4879,1063.2,28748,-0.085965,113.3183079
0.45957,0.47338,287.54,18.413,12.116,66.668,12.407,688.18,26555,0.44823,107.2170165
0.50401,0.27273,281.32,20.26,3.6321,35.236,5.0914,613.88,29047,0.17083,103.1487274
0.11888,0.62957,287.86,18.2,-1.1014,30.265,5.2393,1205.3,29239,0.15389,110.640945
0.83737,0.91288,187.58,9.8401,-2.5624,47.72,7.2754,640.64,27174,-0.40045,103.4034558
0.27211,0.5426,336.29,25.281,14.315,51.734,6.9406,1130.9,28010,0.69794,93
0.57596,0.3351,319.08,18.834,0.69907,30.259,5.8377,1150,29326,0.15389,114.6017879
0.48566,0.83994,254.17,13.914,-1.7412,42.844,8.8894,1124.7,27290,-0.27123,102
1.1157,0.92632,253.15,17.488,8.8671,57.064,9.6518,1153.2,27759,-0.085731,115.2503193
1.3259,1.077,205.21,19.445,9.1728,54.068,7.7992,1177,27426,-0.085731,103.0129448
0.30127,0.27512,305,18.499,4.6576,43.85,7.548,936.69,28276,0.13728,100.2576269
0.25842,0.3048,199,5.5298,-5.0718,50.02,8.5333,1180.8,27839,-0.69946,102.7880234
0.11213,0.62977,303.97,13.697,-0.76773,41.047,11.245,1020.8,28483,0.017213,92
0.78605,0.93952,194.53,9.8352,-3.2587,46.225,7.1957,603.67,27327,-0.40045,118.0025685
0.5299,0.75563,257.89,17.772,2.7359,41.598,8.4969,1145.4,28288,-0.068615,117.0963695
0.49293,0.41187,270.52,18.892,3.3405,39.097,4.9583,504.76,28665,0.17083,96
0.60542,0.53775,208.3,14.215,-2.945,34.232,8.1091,1047.1,28996,-0.43278,119.4962924
0.59286,0.28847,299.65,23.95,7.0203,35.33,9.0327,1334.9,29052,0.18772,104.4638001
0.28909,0.28,338.53,24.597,9.0239,38.152,18.27,2154.3,28933,0.44823,105.1974155
0.35132,1.6112,248.59,11.572,-3.9403,38.083,10.162,1114.2,28685,-0.33752,116.9501111
0.13643,1.2357,200.13,12.601,5.9121,65.197,18.995,1042.6,26063,0.034328,117.2233788
1.0008,0.67408,271.34,20.28,3.9268,35.922,6.3533,1401.6,28998,-0.085731,113.5715523
0.53027,0.59599,266.27,18.007,3.6984,42.45,8.3668,1224.1,28378,-0.068615,101
0.4559,0.29104,238.92,16.087,-5.9031,28.597,6.105,1570.5,29164,-0.44823,108.3636149
0.38559,0.63041,289.43,15.763,2.6867,44.595,10.306,1904.1,28317,0.051479,107
0.46439,0.64858,207.99,12.464,4.5182,65.192,5.0009,444.51,23568,-0.44823,94
0.46846,0.54451,235.52,16.622,5.5249,55.574,6.5573,1160.2,26464,-0.43278,96
0.49341,1.1425,221.81,11.872,-0.51008,46.706,8.6982,1065,27938,-0.33752,103.5894538
0.47827,0.32837,275.14,20.598,5.0234,38.084,6.6723,830.85,28883,0.17083,102.9719518
0.72529,0.48472,237.29,15.334,0.5376,44.162,9.4531,1703.6,27401,-0.27123,112.3449991
0.72454,1.3009,247.82,16.487,5.2151,47.43,8.5978,1244.5,28483,0.1031,116.0488464
0.64872,1.0311,272.58,16.65,1.848,39.713,6.1916,1669.3,28721,-0.085965,98
0.54589,0.98063,248.21,16.422,0.027467,36.315,8.5325,1444.3,28899,-0.085965,113.8833285
0.38321,0.65901,324.22,24.447,14.14,53.524,7.2452,976.06,27863,0.69794,106.7452987
0.33024,0.93682,258.09,12.612,-5.8586,29.686,6.2748,1163.4,29293,-0.30411,107.019591
0.25427,0.25826,313.65,18.688,2.8732,36.912,6.9445,1900.3,28948,0.13728,98.3856319
0.63028,0.31627,268.44,18.344,-1.8443,27.057,7.4449,1089.4,29434,-0.23803,101.0906453
0.13187,0.5976,254.18,9.0895,-5.044,42.008,5.9191,1083.1,28232,-0.36972,90
0.22698,0.3942,309.95,18.961,4.3204,41.552,7.4116,1367,28502,0.13728,96.4481284
2.5596,0.83341,259.02,15.422,8.0794,64.796,5.5654,215.77,25536,-0.085731,115.1473152
0.58583,0.48199,209.99,12.548,2.0301,55.582,7.2934,411.28,25964,-0.43278,111.5442156
0.45898,0.54601,209.9,11.541,-3.1158,41.937,6.5965,627.84,28146,-0.30411,97
0.37928,0.31455,311.14,23.168,2.0339,26.421,15.4,929.44,29421,0.17129,103.3637218
1.3868,0.97616,193.73,16.037,4.6276,49.16,8.8597,2056.7,28017,-0.085731,104.3333259
0.55844,0.3904,325.07,22.456,15.785,68.712,7.3623,601.41,23306,0.69794,118.8224839
0.23952,0.42381,320.02,23.402,14.148,57.711,6.8127,764.05,26935,0.69794,105.6928496
0.87702,0.35131,283.05,17.834,1.3636,36.865,7.6706,746.31,28829,0,98.4582232
0.26727,0.30912,238.28,14.951,-0.031794,43.369,5.3618,757.54,27605,-0.44823,104.5054292
0.46789,0.22157,242.13,15.01,-4.648,31.367,6.3154,1526.7,29043,-0.44823,106.8792721
0.35418,0.7199,328.34,24.693,14.998,56.57,6.4176,1036.9,27294,0.69794,96
0.55121,1.1014,228.97,12.528,-5.7547,30.144,9.5843,1155.1,29252,-0.43278,110.4489549
0.11116,0.62982,288.72,18.154,-1.227,30.082,5.2506,1194.1,29247,0.15389,113.3533296
0.54702,0.32165,277.24,20.742,4.955,36.934,5.7938,711.81,28985,0.17083,116.5485467
0.3015,0.87401,163.29,14.21,5.7707,58.191,6.7125,924.66,27294,-0.66015,105.7043429
0.42795,0.56131,226.77,14.334,-3.1253,33.437,8.1083,1086.8,29049,-0.43278,93
0.82265,0.29897,322.66,22.06,7.8952,42.892,7.6107,1345.4,28498,0.38467,95
0.46312,0.23147,310,18.787,4.833,43.093,7.6985,1503.6,28430,0.13728,116
0.50373,0.56907,271.85,16.902,1.2993,38.181,7.0746,1399.7,28762,-0.085965,117.5412003
0.5226,0.78203,258.04,13.899,1.7719,50.157,6.9143,824.69,26859,-0.085965,99.7480158
0.36924,0.54941,303.69,19.299,12.312,63.688,13.854,811.83,27167,0.44823,99.6491184
0.47481,0.59295,306.78,19.389,4.9448,41.044,7.2995,1136.4,28668,0.13728,113.1281418
0.52476,0.89773,216.9,16.516,0.46273,39.356,7.1527,1216.3,28395,-0.43278,110
0.53335,0.25229,244.43,8.7468,1.6635,67.842,6.4084,385.27,21111,-0.40045,97.9978777
0.86041,1.4306,228.42,19.12,12.141,65.368,12.989,639.03,26091,0.11988,97
0.67015,1.0403,207.3,12.234,0.62858,47.748,6.149,1268.9,28112,-0.43167,109
0.4165,0.30608,289.82,17.623,2.7314,42.604,5.3971,550.73,28261,0.17083,116.2004716
0.49345,0.30337,277.79,20.472,4.1337,35.755,5.318,650.53,29036,0.17083,107.476264
0.5786,0.3528,302.98,18.901,12.231,64.962,12.63,705.34,27016,0.44823,94
0.5796,1.1595,240.11,11.958,-2.211,41.766,9.1959,1225.4,28403,-0.33752,105.3200394
1.2888,0.9288,247.43,16.831,8.4887,57.895,10.481,1067,27688,-0.085731,98.428584
0.51003,0.80928,255.77,13.215,2.135,53.991,6.6322,733.05,26241,-0.085965,104.7488177
0.1286,0.6283,310.99,14.177,-3.8291,31.291,13.455,1519.6,29203,0.017213,110.1618431
0.52864,0.74545,264.04,17.776,2.7349,41.489,8.484,1156.3,28315,-0.068615,117
0.32656,0.54346,306.25,20.79,12.301,58.048,15.361,875.87,27712,0.44823,103.1118835
0.47662,0.31213,311.37,21.345,5.654,38.037,6.5729,1032.4,28875,0.17083,103
0.63726,1.4717,199.26,20.977,14.315,68.428,5.4334,433.75,24634,0.64716,111.0995081
0.20196,0.36242,313.04,23.978,14.776,58.155,6.6907,847.32,26973,0.69794,119.8596499
0.37901,0.86569,234.17,14.697,-4.9841,29.542,7.8952,933.06,29238,-0.50867,95.1892397
0.29299,0.25723,304.67,18.484,4.6269,43.837,7.498,917.55,28273,0.13728,99.5279198
0.4802,0.51029,209.23,14.724,-2.5749,32.461,6.9224,797.79,29173,-0.50867,114.8821522
0.1421,0.24794,212.81,6.0382,-9.4371,33.055,11.35,1037.8,29196,-0.69946,90
0.67307,0.45534,265.29,20.931,5.1285,37.346,6.0365,752.46,28936,0.17083,102
0.31167,0.30102,319,23.265,12.208,49.876,18.885,864.51,28300,0.44823,119.6024671
1.0966,1.1284,189.26,14.344,1.2954,43.304,13.439,1304.8,28558,-0.28772,104.5366989
1.0994,0.88742,174.92,12.19,5.9038,65.451,12.414,850.36,26919,-0.28772,113
0.55849,0.39088,314.73,22.787,15.823,67.332,7.4379,660.74,24080,0.69794,113.0706604
0.60202,0.38288,260.03,18.836,0.12782,38.229,8.0562,1264.2,27528,-0.23803,103.9402457
0.46331,0.58879,271.86,16.917,1.3685,38.302,7.1066,1389.7,28757,-0.085965,112.4564273
0.52868,0.96419,231.59,8.6184,2.6832,70.317,6.4605,544.65,24408,-0.43167,111.6580426
0.30084,1.3147,253.21,11.852,-6.1447,30.659,9.5182,1029.7,29230,-0.33752,102.6276268
0.33186,0.60879,228.38,14.799,-5.0187,28.809,5.8255,856.71,29300,-0.50867,109
0.51063,0.32055,298.92,19.446,4.0076,39.492,7.5428,1147.9,28678,0.13728,110
0.33072,0.27246,240.33,15.751,-4.7739,32.625,5.3399,1261.1,28765,-0.44823,105.2046166
0.45897,0.54724,278.36,16.311,-0.87751,33.555,5.339,1364,29102,-0.085965,109.5439365
0.37502,0.50144,286.09,21.096,5.2473,37.813,6.3179,1106.7,28876,0.17083,109.7599522
1.4085,0.87132,191.8,14.286,10.67,79.419,9.6057,487.8,21782,-0.085731,114.212186
0.32097,0.44786,308.04,14.286,6.8484,66.584,6.322,259.01,24555,0.13728,103.048062
0.68693,0.75357,250.41,22.303,6.7476,38.313,7.1,926.83,28833,0.40045,104.9460622
0.25147,0.41666,238.23,15.579,-4.0002,33.803,5.4616,1223.6,28706,-0.44823,111.7095837
1.044,1.1642,260.5,22.04,13.71,60.974,8.1944,1173.4,26643,0.63398,107.8133363
0.11724,0.43732,198.83,5.4746,-6.9963,44.424,7.1689,1246.9,28251,-0.69946,118.9348169
0.95665,0.49316,276.17,24.071,4.6085,30.954,6.4785,1370.9,29225,0.18772,113
0.36201,0.54212,306.92,19.718,12.322,61.977,14.952,814.49,27351,0.44823,92
0.63106,0.67529,253.3,13.641,-1.3862,44.378,8.3078,841.93,26883,-0.27123,116
0.79765,0.3164,240.19,7.5734,-1.4387,57.248,7.5893,775.42,26999,-0.35275,107.3901932
0.53277,0.70832,218.56,16.012,-3.367,29.499,6.198,855.43,29279,-0.50867,112.0877483
0.40121,0.2793,230.18,12.704,-0.36276,50.59,5.2883,678.78,26828,-0.44823,107.4724762
0.67505,0.53376,237.18,12.808,-2.9717,37.47,9.1088,1085,28763,-0.33752,110.8888847
0.9006,1.1483,176.76,14.034,2.9901,48.342,13.383,1159.1,28338,-0.28772,90
0.38768,1.0178,222.52,11.785,-1.0274,45.594,8.6909,1013.9,28022,-0.33752,105.9937574
0.55719,0.33657,225.43,12.498,0.13223,49.659,8.5974,800.98,26382,-0.27123,117.6075616
0.45172,0.55419,219.04,16.05,-0.95155,34.01,7.3403,1291.7,29027,-0.43278,103.8692234
0.37923,1.2054,231.1,11.13,-1.741,45.657,8.4596,740.59,27896,-0.33752,115
0.33936,0.45451,225.11,11.305,-4.268,37.279,5.9368,750.27,28799,-0.50867,115.2909918
1.0397,1.1669,267.15,22.04,13.656,60.828,8.2583,1175.5,26630,0.63398,113.5433866
0.42153,0.53102,286.82,17.948,11.897,67.931,12.011,661.07,26103,0.44823,95
0.49994,0.83114,258.03,13.103,2.2151,54.561,6.6152,694.2,26187,-0.085965,100
0.34593,0.58063,229.22,14.788,-5.0865,28.8,5.7908,861.04,29298,-0.50867,110.9707932
0.68442,0.73118,247.32,14.165,-0.73039,44.845,8.6548,1158.1,26745,-0.27123,107.3545538
0.52746,0.71275,227.32,12.228,-0.30891,46.112,8.897,1202.9,28056,-0.33752,108
0.45672,0.29683,275.56,20.341,3.5133,34.82,5.0635,650.39,29071,0.17083,90
0.26837,0.33102,306.35,18.798,4.4183,41.967,7.0916,1239.6,28496,0.13728,117.6057323
0.19416,0.30811,203.27,5.6365,-7.2366,43.311,7.48,1273.8,28336,-0.69946,94
0.3604,0.76286,311.35,15.478,4.8697,54.052,7.7692,1029.1,27001,0.13728,109.2230632
0.70851,0.64744,247.36,22.303,6.7779,38.353,7.0781,909.87,28838,0.40045,110
2.0349,1.2769,228.01,18.214,7.1858,51.178,8.2876,735.48,27823,0.13728,100.8190338
0.32202,0.62427,173.46,14.523,5.5593,55.99,6.8517,928.92,27631,-0.66015,117.0248913
0.6338,0.69072,256.12,13.658,-1.4741,44.16,8.3526,869.71,26924,-0.27123,113.6188194
0.24757,0.40442,257.64,7.9201,-11.61,24.789,10.779,1946.7,29537,-0.40149,91
0.13496,0.37646,200.82,5.5047,-6.7747,44.509,6.8499,1176.5,28308,-0.69946,115.4213972
0.52422,0.71892,224.52,12.238,-0.59971,45.377,8.9231,1198.9,28103,-0.33752,101
0.27388,0.2422,308,19.487,1.833,31.98,7.9581,1139.7,29235,0.15431,101.900758
0.53179,0.48098,208.82,17.586,-0.98436,29.346,8.7669,956.18,29356,-0.22133,95
